MMWR Year,MMWR Week,Jurisdiction of Occurrence,"COVID-19 (U071, Underlying Cause of Death)"
2021,11,Nebraska,12
2021,12,Nebraska,10
2021,13,Nebraska,
2021,14,Nebraska,
2021,15,Nebraska,13
2021,16,Nebraska,11
2021,17,Nebraska,18
2021,18,Nebraska,
2021,19,Nebraska,13
2021,20,Nebraska,10
2021,21,Nebraska,
2021,22,Nebraska,
2021,23,Nebraska,
2021,24,Nebraska,
2021,25,Nebraska,0
2021,26,Nebraska,
2021,27,Nebraska,
2021,28,Nebraska,
2021,29,Nebraska,
2021,30,Nebraska,16
2021,31,Nebraska,19
2021,32,Nebraska,22
2021,33,Nebraska,33
2021,34,Nebraska,33
2021,35,Nebraska,32
2021,36,Nebraska,38
2021,37,Nebraska,30
2021,38,Nebraska,56
2021,39,Nebraska,42
2021,40,Nebraska,54
2021,41,Nebraska,58
2021,42,Nebraska,45
2021,43,Nebraska,50
2021,44,Nebraska,50
2021,45,Nebraska,47
2021,46,Nebraska,62
2021,47,Nebraska,53
2021,48,Nebraska,72
2021,49,Nebraska,73
2021,50,Nebraska,76
2021,51,Nebraska,65
2021,52,Nebraska,57
2022,1,Nebraska,60
2022,2,Nebraska,81
2022,3,Nebraska,57
2022,4,Nebraska,83
2022,5,Nebraska,75
2022,6,Nebraska,59
2022,7,Nebraska,54
2022,8,Nebraska,27
2022,9,Nebraska,27
2022,10,Nebraska,21
2022,11,Nebraska,
2022,12,Nebraska,
2022,13,Nebraska,
2022,14,Nebraska,
2022,15,Nebraska,
2022,16,Nebraska,
2022,17,Nebraska,
2022,18,Nebraska,
2022,19,Nebraska,
2022,20,Nebraska,0
2022,21,Nebraska,10
2022,22,Nebraska,
2022,23,Nebraska,
2022,24,Nebraska,
2022,25,Nebraska,
2022,26,Nebraska,
2022,27,Nebraska,12
2022,28,Nebraska,
2022,29,Nebraska,
2022,30,Nebraska,14
2022,31,Nebraska,10
2022,32,Nebraska,12
2022,33,Nebraska,
2022,34,Nebraska,
2022,35,Nebraska,
2022,36,Nebraska,
2022,37,Nebraska,
2022,38,Nebraska,10
2022,39,Nebraska,
2022,40,Nebraska,
2022,41,Nebraska,
2022,42,Nebraska,
2022,43,Nebraska,
2022,44,Nebraska,12
2022,45,Nebraska,14
2022,46,Nebraska,12
2022,47,Nebraska,
2022,48,Nebraska,16
2022,49,Nebraska,20
2022,50,Nebraska,17
2022,51,Nebraska,14
2022,52,Nebraska,14
2023,1,Nebraska,19
2023,2,Nebraska,
2023,3,Nebraska,12
2023,4,Nebraska,
2023,5,Nebraska,
2023,6,Nebraska,
2023,7,Nebraska,
2023,8,Nebraska,10
2023,9,Nebraska,
2023,10,Nebraska,
2023,11,Nebraska,
2023,12,Nebraska,17
2023,13,Nebraska,
2023,14,Nebraska,
2023,15,Nebraska,10
2023,16,Nebraska,
2023,17,Nebraska,10
2023,18,Nebraska,
2023,19,Nebraska,
2023,20,Nebraska,
2023,21,Nebraska,0
2023,22,Nebraska,
2023,23,Nebraska,
2023,24,Nebraska,
2023,25,Nebraska,
2023,26,Nebraska,
2023,27,Nebraska,0
2023,28,Nebraska,
2023,29,Nebraska,0
2023,30,Nebraska,
2023,31,Nebraska,
2023,32,Nebraska,0
2023,33,Nebraska,0
2023,34,Nebraska,
2023,35,Nebraska,
2023,36,Nebraska,
2023,37,Nebraska,
2020,1,Nevada,0
2020,2,Nevada,0
2020,3,Nevada,0
2020,4,Nevada,0
2020,5,Nevada,0
2020,6,Nevada,0
2020,7,Nevada,0
2020,8,Nevada,0
2020,9,Nevada,0
2020,10,Nevada,0
2020,11,Nevada,0
2020,12,Nevada,
2020,13,Nevada,19
2020,14,Nevada,41
2020,15,Nevada,54
2020,16,Nevada,41
2020,17,Nevada,57
2020,18,Nevada,44
2020,19,Nevada,48
2020,20,Nevada,32
2020,21,Nevada,30
2020,22,Nevada,28
2020,23,Nevada,18
2020,24,Nevada,13
2020,25,Nevada,17
2020,26,Nevada,23
2020,27,Nevada,41
2020,28,Nevada,64
2020,29,Nevada,84
2020,30,Nevada,86
2020,31,Nevada,101
2020,32,Nevada,127
2020,33,Nevada,107
2020,34,Nevada,97
2020,35,Nevada,71
2020,36,Nevada,70
2020,37,Nevada,55
2020,38,Nevada,45
2020,39,Nevada,34
2020,40,Nevada,32
2020,41,Nevada,38
2020,42,Nevada,29
2020,43,Nevada,36
2020,44,Nevada,47
2020,45,Nevada,59
2020,46,Nevada,80
2020,47,Nevada,134
2020,48,Nevada,170
2020,49,Nevada,203
2020,50,Nevada,264
2020,51,Nevada,268
2020,52,Nevada,280
2020,53,Nevada,275
2021,1,Nevada,276
2021,2,Nevada,286
2021,3,Nevada,239
2021,4,Nevada,207
2021,5,Nevada,202
2021,6,Nevada,157
2021,7,Nevada,101
2021,8,Nevada,73
2021,9,Nevada,55
2021,10,Nevada,47
2021,11,Nevada,43
2021,12,Nevada,32
2021,13,Nevada,36
2021,14,Nevada,35
2021,15,Nevada,27
2021,16,Nevada,29
2021,17,Nevada,43
2021,18,Nevada,33
2021,19,Nevada,22
2021,20,Nevada,25
2021,21,Nevada,12
2021,22,Nevada,22
2021,23,Nevada,22
2021,24,Nevada,23
2021,25,Nevada,27
2021,26,Nevada,36
2021,27,Nevada,46
2021,28,Nevada,74
2021,29,Nevada,89
2021,30,Nevada,137
2021,31,Nevada,139
2021,32,Nevada,149
2021,33,Nevada,173
2021,34,Nevada,171
2021,35,Nevada,149
2021,36,Nevada,181
2021,37,Nevada,168
2021,38,Nevada,164
2021,39,Nevada,146
2021,40,Nevada,139
2021,41,Nevada,125
2021,42,Nevada,107
2021,43,Nevada,78
2021,44,Nevada,112
2021,45,Nevada,103
2021,46,Nevada,95
2021,47,Nevada,96
2021,48,Nevada,103
2021,49,Nevada,110
2021,50,Nevada,86
2021,51,Nevada,112
2021,52,Nevada,100
2022,1,Nevada,122
2022,2,Nevada,172
2022,3,Nevada,235
2022,4,Nevada,256
2022,5,Nevada,227
2022,6,Nevada,196
2022,7,Nevada,114
2022,8,Nevada,87
2022,9,Nevada,76
2022,10,Nevada,43
2022,11,Nevada,37
2022,12,Nevada,23
2022,13,Nevada,20
2022,14,Nevada,14
2022,15,Nevada,
2022,16,Nevada,
2022,17,Nevada,11
2022,18,Nevada,
2022,19,Nevada,
2022,20,Nevada,13
2022,21,Nevada,21
2022,22,Nevada,12
2022,23,Nevada,23
2022,24,Nevada,21
2022,25,Nevada,18
2022,26,Nevada,17
2022,27,Nevada,33
2022,28,Nevada,26
2022,29,Nevada,21
2022,30,Nevada,30
2022,31,Nevada,25
2022,32,Nevada,14
2022,33,Nevada,11
2022,34,Nevada,16
2022,35,Nevada,11
2022,36,Nevada,
2022,37,Nevada,
2022,38,Nevada,
2022,39,Nevada,
2022,40,Nevada,11
2022,41,Nevada,13
2022,42,Nevada,
2022,43,Nevada,14
2022,44,Nevada,17
2022,45,Nevada,11
2022,46,Nevada,24
2022,47,Nevada,24
2022,48,Nevada,21
2022,49,Nevada,36
2022,50,Nevada,27
2022,51,Nevada,28
2022,52,Nevada,22
2023,1,Nevada,20
2023,2,Nevada,22
2023,3,Nevada,16
2023,4,Nevada,12
2023,5,Nevada,
2023,6,Nevada,
2023,7,Nevada,
2023,8,Nevada,
2023,9,Nevada,13
2023,10,Nevada,11
2023,11,Nevada,11
2023,12,Nevada,
2023,13,Nevada,11
2023,14,Nevada,
2023,15,Nevada,
2023,16,Nevada,10
2023,17,Nevada,
2023,18,Nevada,
2023,19,Nevada,
2023,20,Nevada,
2023,21,Nevada,
2023,22,Nevada,
2023,23,Nevada,
2023,24,Nevada,
2023,25,Nevada,
2023,26,Nevada,
2023,27,Nevada,
2023,28,Nevada,
2023,29,Nevada,
2023,30,Nevada,
2023,31,Nevada,
2023,32,Nevada,
2023,33,Nevada,
2023,34,Nevada,
2023,35,Nevada,
2023,36,Nevada,
2023,37,Nevada,0
2020,1,New Hampshire,0
2020,2,New Hampshire,0
2020,3,New Hampshire,0
2020,4,New Hampshire,0
2020,5,New Hampshire,0
2020,6,New Hampshire,0
2020,7,New Hampshire,0
2020,8,New Hampshire,0
2020,9,New Hampshire,0
2020,10,New Hampshire,0
2020,11,New Hampshire,0
2020,12,New Hampshire,0
2020,13,New Hampshire,
2020,14,New Hampshire,11
2020,15,New Hampshire,16
2020,16,New Hampshire,15
2020,17,New Hampshire,15
2020,18,New Hampshire,36
2020,19,New Hampshire,42
2020,20,New Hampshire,42
2020,21,New Hampshire,36
2020,22,New Hampshire,32
2020,23,New Hampshire,29
2020,24,New Hampshire,28
2020,25,New Hampshire,12
2020,26,New Hampshire,24
2020,27,New Hampshire,12
2020,28,New Hampshire,
2020,29,New Hampshire,
2020,30,New Hampshire,
2020,31,New Hampshire,
2020,32,New Hampshire,
2020,33,New Hampshire,
2020,34,New Hampshire,
2020,35,New Hampshire,0
2020,36,New Hampshire,
2020,37,New Hampshire,
2020,38,New Hampshire,
2020,39,New Hampshire,
2020,40,New Hampshire,
2020,41,New Hampshire,11
2020,42,New Hampshire,
2020,43,New Hampshire,
2020,44,New Hampshire,
2020,45,New Hampshire,
2020,46,New Hampshire,
2020,47,New Hampshire,11
2020,48,New Hampshire,26
2020,49,New Hampshire,41
2020,50,New Hampshire,48
2020,51,New Hampshire,48
2020,52,New Hampshire,76
2020,53,New Hampshire,73
2021,1,New Hampshire,63
2021,2,New Hampshire,70
2021,3,New Hampshire,56
2021,4,New Hampshire,52
2021,5,New Hampshire,31
2021,6,New Hampshire,21
2021,7,New Hampshire,12
2021,8,New Hampshire,12
2021,9,New Hampshire,11
2021,10,New Hampshire,
2021,11,New Hampshire,14
2021,12,New Hampshire,
2021,13,New Hampshire,
2021,14,New Hampshire,
2021,15,New Hampshire,
2021,16,New Hampshire,10
2021,17,New Hampshire,
2021,18,New Hampshire,
2021,19,New Hampshire,10
2021,20,New Hampshire,
2021,21,New Hampshire,
2021,22,New Hampshire,
2021,23,New Hampshire,
2021,24,New Hampshire,
2021,25,New Hampshire,
2021,26,New Hampshire,
2021,27,New Hampshire,
2021,28,New Hampshire,
2021,29,New Hampshire,
2021,30,New Hampshire,
2021,31,New Hampshire,0
2021,32,New Hampshire,
2021,33,New Hampshire,10
2021,34,New Hampshire,15
2021,35,New Hampshire,10
2021,36,New Hampshire,13
2021,37,New Hampshire,16
2021,38,New Hampshire,14
2021,39,New Hampshire,11
2021,40,New Hampshire,16
2021,41,New Hampshire,24
2021,42,New Hampshire,18
2021,43,New Hampshire,33
2021,44,New Hampshire,22
2021,45,New Hampshire,33
2021,46,New Hampshire,30
2021,47,New Hampshire,39
2021,48,New Hampshire,49
2021,49,New Hampshire,50
2021,50,New Hampshire,58
2021,51,New Hampshire,63
2021,52,New Hampshire,55
2022,1,New Hampshire,47
2022,2,New Hampshire,48
2022,3,New Hampshire,50
2022,4,New Hampshire,43
2022,5,New Hampshire,49
2022,6,New Hampshire,20
2022,7,New Hampshire,19
2022,8,New Hampshire,16
2022,9,New Hampshire,12
2022,10,New Hampshire,14
2022,11,New Hampshire,
2022,12,New Hampshire,
2022,13,New Hampshire,
2022,14,New Hampshire,
2022,15,New Hampshire,
2022,16,New Hampshire,0
2022,17,New Hampshire,
2022,18,New Hampshire,
2022,19,New Hampshire,
2022,20,New Hampshire,
2022,21,New Hampshire,
2022,22,New Hampshire,13
2022,23,New Hampshire,
2022,24,New Hampshire,
2022,25,New Hampshire,
2022,26,New Hampshire,
2022,27,New Hampshire,
2022,28,New Hampshire,
2022,29,New Hampshire,
2022,30,New Hampshire,
2022,31,New Hampshire,
2022,32,New Hampshire,
2022,33,New Hampshire,
2022,34,New Hampshire,
2022,35,New Hampshire,
2022,36,New Hampshire,
2022,37,New Hampshire,
2022,38,New Hampshire,
2022,39,New Hampshire,
2022,40,New Hampshire,
2022,41,New Hampshire,
2022,42,New Hampshire,14
2022,43,New Hampshire,13
2022,44,New Hampshire,13
2022,45,New Hampshire,
2022,46,New Hampshire,
2022,47,New Hampshire,
2022,48,New Hampshire,
2022,49,New Hampshire,
2022,50,New Hampshire,
2022,51,New Hampshire,
2022,52,New Hampshire,16
2023,1,New Hampshire,13
2023,2,New Hampshire,16
2023,3,New Hampshire,13
2023,4,New Hampshire,13
2023,5,New Hampshire,10
2023,6,New Hampshire,10
2023,7,New Hampshire,11
2023,8,New Hampshire,
2023,9,New Hampshire,
2023,10,New Hampshire,
2023,11,New Hampshire,
2023,12,New Hampshire,
2023,13,New Hampshire,
2023,14,New Hampshire,
2023,15,New Hampshire,
2023,16,New Hampshire,
2023,17,New Hampshire,
2023,18,New Hampshire,
2023,19,New Hampshire,
2023,20,New Hampshire,
2023,21,New Hampshire,
2023,22,New Hampshire,
2023,23,New Hampshire,
2023,24,New Hampshire,
2023,25,New Hampshire,
2023,26,New Hampshire,
2023,27,New Hampshire,
2023,28,New Hampshire,0
2023,29,New Hampshire,
2023,30,New Hampshire,
2023,31,New Hampshire,
2023,32,New Hampshire,
2023,33,New Hampshire,
2023,34,New Hampshire,
2023,35,New Hampshire,
2023,36,New Hampshire,
2023,37,New Hampshire,0
2020,1,New Jersey,0
2020,2,New Jersey,0
2020,3,New Jersey,0
2020,4,New Jersey,0
2020,5,New Jersey,0
2020,6,New Jersey,0
2020,7,New Jersey,0
2020,8,New Jersey,0
2020,9,New Jersey,0
2020,10,New Jersey,0
2020,11,New Jersey,
2020,12,New Jersey,36
2020,13,New Jersey,286
2020,14,New Jersey,"1,209"
2020,15,New Jersey,"2,297"
2020,16,New Jersey,"2,417"
2020,17,New Jersey,"1,931"
2020,18,New Jersey,"1,447"
2020,19,New Jersey,"1,013"
2020,20,New Jersey,742
2020,21,New Jersey,488
2020,22,New Jersey,348
2020,23,New Jersey,257
2020,24,New Jersey,185
2020,25,New Jersey,127
2020,26,New Jersey,109
2020,27,New Jersey,78
2020,28,New Jersey,60
2020,29,New Jersey,40
2020,30,New Jersey,50
2020,31,New Jersey,48
2020,32,New Jersey,27
2020,33,New Jersey,33
2020,34,New Jersey,30
2020,35,New Jersey,21
2020,36,New Jersey,25
2020,37,New Jersey,30
2020,38,New Jersey,27
2020,39,New Jersey,28
2020,40,New Jersey,27
2020,41,New Jersey,41
2020,42,New Jersey,51
2020,43,New Jersey,63
2020,44,New Jersey,69
2020,45,New Jersey,84
2020,46,New Jersey,158
2020,47,New Jersey,199
2020,48,New Jersey,283
2020,49,New Jersey,410
2020,50,New Jersey,460
2020,51,New Jersey,483
2020,52,New Jersey,518
2020,53,New Jersey,593
2021,1,New Jersey,499
2021,2,New Jersey,553
2021,3,New Jersey,512
2021,4,New Jersey,470
2021,5,New Jersey,426
2021,6,New Jersey,330
2021,7,New Jersey,286
2021,8,New Jersey,260
2021,9,New Jersey,202
2021,10,New Jersey,193
2021,11,New Jersey,223
2021,12,New Jersey,215
2021,13,New Jersey,203
2021,14,New Jersey,242
2021,15,New Jersey,231
2021,16,New Jersey,210
2021,17,New Jersey,185
2021,18,New Jersey,151
2021,19,New Jersey,125
2021,20,New Jersey,70
2021,21,New Jersey,71
2021,22,New Jersey,37
2021,23,New Jersey,17
2021,24,New Jersey,37
2021,25,New Jersey,16
2021,26,New Jersey,26
2021,27,New Jersey,17
2021,28,New Jersey,23
2021,29,New Jersey,20
2021,30,New Jersey,28
2021,31,New Jersey,40
2021,32,New Jersey,67
2021,33,New Jersey,75
2021,34,New Jersey,90
2021,35,New Jersey,105
2021,36,New Jersey,111
2021,37,New Jersey,122
2021,38,New Jersey,137
2021,39,New Jersey,117
2021,40,New Jersey,116
2021,41,New Jersey,114
2021,42,New Jersey,106
2021,43,New Jersey,99
2021,44,New Jersey,89
2021,45,New Jersey,77
2021,46,New Jersey,73
2021,47,New Jersey,73
2021,48,New Jersey,95
2021,49,New Jersey,125
2021,50,New Jersey,158
2021,51,New Jersey,186
2021,52,New Jersey,335
2022,1,New Jersey,557
2022,2,New Jersey,683
2022,3,New Jersey,653
2022,4,New Jersey,507
2022,5,New Jersey,345
2022,6,New Jersey,201
2022,7,New Jersey,136
2022,8,New Jersey,79
2022,9,New Jersey,50
2022,10,New Jersey,45
2022,11,New Jersey,33
2022,12,New Jersey,27
2022,13,New Jersey,17
2022,14,New Jersey,21
2022,15,New Jersey,21
2022,16,New Jersey,33
2022,17,New Jersey,30
2022,18,New Jersey,34
2022,19,New Jersey,40
2022,20,New Jersey,50
2022,21,New Jersey,53
2022,22,New Jersey,38
2022,23,New Jersey,42
2022,24,New Jersey,23
2022,25,New Jersey,30
2022,26,New Jersey,32
2022,27,New Jersey,26
2022,28,New Jersey,44
2022,29,New Jersey,47
2022,30,New Jersey,46
2022,31,New Jersey,37
2022,32,New Jersey,39
2022,33,New Jersey,42
2022,34,New Jersey,41
2022,35,New Jersey,41
2022,36,New Jersey,36
2022,37,New Jersey,29
2022,38,New Jersey,34
2022,39,New Jersey,36
2022,40,New Jersey,35
2022,41,New Jersey,43
2022,42,New Jersey,37
2022,43,New Jersey,41
2022,44,New Jersey,43
2022,45,New Jersey,57
2022,46,New Jersey,39
2022,47,New Jersey,57
2022,48,New Jersey,32
2022,49,New Jersey,54
2022,50,New Jersey,58
2022,51,New Jersey,68
2022,52,New Jersey,74
2023,1,New Jersey,78
2023,2,New Jersey,84
2023,3,New Jersey,63
2023,4,New Jersey,64
2023,5,New Jersey,44
2023,6,New Jersey,61
2023,7,New Jersey,43
2023,8,New Jersey,51
2023,9,New Jersey,33
2023,10,New Jersey,24
2023,11,New Jersey,33
2023,12,New Jersey,30
2023,13,New Jersey,19
2023,14,New Jersey,16
2023,15,New Jersey,15
2023,16,New Jersey,10
2023,17,New Jersey,12
2023,18,New Jersey,
2023,19,New Jersey,10
2023,20,New Jersey,
2023,21,New Jersey,
2023,22,New Jersey,12
2023,23,New Jersey,
2023,24,New Jersey,
2023,25,New Jersey,
2023,26,New Jersey,15
2023,27,New Jersey,
2023,28,New Jersey,13
2023,29,New Jersey,13
2023,30,New Jersey,
2023,31,New Jersey,10
2023,32,New Jersey,15
2023,33,New Jersey,12
2023,34,New Jersey,13
2023,35,New Jersey,15
2023,36,New Jersey,21
2023,37,New Jersey,21
2020,1,New Mexico,0
2020,2,New Mexico,0
2020,3,New Mexico,0
2020,4,New Mexico,0
2020,5,New Mexico,0
2020,6,New Mexico,0
2020,7,New Mexico,0
2020,8,New Mexico,0
2020,9,New Mexico,0
2020,10,New Mexico,0
2020,11,New Mexico,0
2020,12,New Mexico,0
2020,13,New Mexico,
2020,14,New Mexico,
2020,15,New Mexico,18
2020,16,New Mexico,31
2020,17,New Mexico,44
2020,18,New Mexico,75
2020,19,New Mexico,67
2020,20,New Mexico,59
2020,21,New Mexico,41
2020,22,New Mexico,51
2020,23,New Mexico,35
2020,24,New Mexico,34
2020,25,New Mexico,30
2020,26,New Mexico,20
2020,27,New Mexico,27
2020,28,New Mexico,24
2020,29,New Mexico,31
2020,30,New Mexico,49
2020,31,New Mexico,41
2020,32,New Mexico,26
2020,33,New Mexico,19
2020,34,New Mexico,17
2020,35,New Mexico,17
2020,36,New Mexico,10
2020,37,New Mexico,
2020,38,New Mexico,10
2020,39,New Mexico,12
2020,40,New Mexico,14
2020,41,New Mexico,15
2020,42,New Mexico,20
2020,43,New Mexico,49
2020,44,New Mexico,72
2020,45,New Mexico,125
2020,46,New Mexico,175
2020,47,New Mexico,186
2020,48,New Mexico,199
2020,49,New Mexico,243
2020,50,New Mexico,262
2020,51,New Mexico,230
2020,52,New Mexico,192
2020,53,New Mexico,180
2021,1,New Mexico,184
2021,2,New Mexico,160
2021,3,New Mexico,141
2021,4,New Mexico,96
2021,5,New Mexico,99
2021,6,New Mexico,71
2021,7,New Mexico,65
2021,8,New Mexico,48
2021,9,New Mexico,46
2021,10,New Mexico,26
2021,11,New Mexico,24
2021,12,New Mexico,24
2021,13,New Mexico,20
2021,14,New Mexico,
2021,15,New Mexico,
2021,16,New Mexico,11
2021,17,New Mexico,13
2021,18,New Mexico,10
2021,19,New Mexico,12
2021,20,New Mexico,20
2021,21,New Mexico,23
2021,22,New Mexico,
2021,23,New Mexico,
2021,24,New Mexico,17
2021,25,New Mexico,13
2021,26,New Mexico,11
2021,27,New Mexico,
2021,28,New Mexico,
2021,29,New Mexico,
2021,30,New Mexico,10
2021,31,New Mexico,27
2021,32,New Mexico,47
2021,33,New Mexico,49
2021,34,New Mexico,77
2021,35,New Mexico,74
2021,36,New Mexico,91
2021,37,New Mexico,74
2021,38,New Mexico,59
2021,39,New Mexico,69
2021,40,New Mexico,70
2021,41,New Mexico,67
2021,42,New Mexico,67
2021,43,New Mexico,73
2021,44,New Mexico,101
2021,45,New Mexico,118
2021,46,New Mexico,144
2021,47,New Mexico,140
2021,48,New Mexico,144
2021,49,New Mexico,188
2021,50,New Mexico,157
2021,51,New Mexico,156
2021,52,New Mexico,152
2022,1,New Mexico,112
2022,2,New Mexico,138
2022,3,New Mexico,147
2022,4,New Mexico,150
2022,5,New Mexico,123
2022,6,New Mexico,90
2022,7,New Mexico,68
2022,8,New Mexico,57
2022,9,New Mexico,50
2022,10,New Mexico,22
2022,11,New Mexico,24
2022,12,New Mexico,23
2022,13,New Mexico,11
2022,14,New Mexico,
2022,15,New Mexico,12
2022,16,New Mexico,
2022,17,New Mexico,
2022,18,New Mexico,10
2022,19,New Mexico,
2022,20,New Mexico,
2022,21,New Mexico,
2022,22,New Mexico,10
2022,23,New Mexico,10
2022,24,New Mexico,13
2022,25,New Mexico,18
2022,26,New Mexico,17
2022,27,New Mexico,19
2022,28,New Mexico,17
2022,29,New Mexico,18
2022,30,New Mexico,21
2022,31,New Mexico,
2022,32,New Mexico,18
2022,33,New Mexico,12
2022,34,New Mexico,
2022,35,New Mexico,14
2022,36,New Mexico,12
2022,37,New Mexico,
2022,38,New Mexico,10
2022,39,New Mexico,13
2022,40,New Mexico,
2022,41,New Mexico,
2022,42,New Mexico,11
2022,43,New Mexico,
2022,44,New Mexico,13
2022,45,New Mexico,15
2022,46,New Mexico,19
2022,47,New Mexico,26
2022,48,New Mexico,25
2022,49,New Mexico,23
2022,50,New Mexico,30
2022,51,New Mexico,20
2022,52,New Mexico,23
2023,1,New Mexico,20
2023,2,New Mexico,20
2023,3,New Mexico,
2023,4,New Mexico,19
2023,5,New Mexico,
2023,6,New Mexico,11
2023,7,New Mexico,
2023,8,New Mexico,
2023,9,New Mexico,
2023,10,New Mexico,13
2023,11,New Mexico,
2023,12,New Mexico,14
2023,13,New Mexico,
2023,14,New Mexico,
2023,15,New Mexico,15
2023,16,New Mexico,10
2023,17,New Mexico,10
2023,18,New Mexico,
2023,19,New Mexico,
2023,20,New Mexico,
2023,21,New Mexico,
2023,22,New Mexico,
2023,23,New Mexico,
2023,24,New Mexico,
2023,25,New Mexico,
2023,26,New Mexico,
2023,27,New Mexico,
2023,28,New Mexico,
2023,29,New Mexico,
2023,30,New Mexico,
2023,31,New Mexico,
2023,32,New Mexico,0
2023,33,New Mexico,
2023,34,New Mexico,
2023,35,New Mexico,
2023,36,New Mexico,
2023,37,New Mexico,
2020,1,New York,0
2020,2,New York,0
2020,3,New York,0
2020,4,New York,
2020,5,New York,0
2020,6,New York,
2020,7,New York,0
2020,8,New York,
2020,9,New York,0
2020,10,New York,0
2020,11,New York,
2020,12,New York,42
2020,13,New York,295
2020,14,New York,"1,105"
2020,15,New York,"1,929"
2020,16,New York,"1,931"
2020,17,New York,"1,521"
2020,18,New York,"1,065"
2020,19,New York,813
2020,20,New York,612
2020,21,New York,408
2020,22,New York,292
2020,23,New York,223
2020,24,New York,153
2020,25,New York,102
2020,26,New York,62
2020,27,New York,48
2020,28,New York,47
2020,29,New York,47
2020,30,New York,35
2020,31,New York,31
2020,32,New York,23
2020,33,New York,30
2020,34,New York,23
2020,35,New York,20
2020,36,New York,23
2020,37,New York,21
2020,38,New York,14
2020,39,New York,15
2020,40,New York,39
2020,41,New York,43
2020,42,New York,49
2020,43,New York,60
2020,44,New York,71
2020,45,New York,82
2020,46,New York,143
2020,47,New York,199
2020,48,New York,313
2020,49,New York,386
2020,50,New York,542
2020,51,New York,707
2020,52,New York,774
2020,53,New York,829
2021,1,New York,975
2021,2,New York,972
2021,3,New York,904
2021,4,New York,767
2021,5,New York,683
2021,6,New York,561
2021,7,New York,431
2021,8,New York,321
2021,9,New York,276
2021,10,New York,228
2021,11,New York,208
2021,12,New York,186
2021,13,New York,182
2021,14,New York,184
2021,15,New York,204
2021,16,New York,203
2021,17,New York,146
2021,18,New York,133
2021,19,New York,98
2021,20,New York,87
2021,21,New York,75
2021,22,New York,65
2021,23,New York,54
2021,24,New York,31
2021,25,New York,40
2021,26,New York,16
2021,27,New York,20
2021,28,New York,14
2021,29,New York,13
2021,30,New York,26
2021,31,New York,36
2021,32,New York,74
2021,33,New York,107
2021,34,New York,128
2021,35,New York,150
2021,36,New York,155
2021,37,New York,195
2021,38,New York,192
2021,39,New York,193
2021,40,New York,192
2021,41,New York,203
2021,42,New York,223
2021,43,New York,216
2021,44,New York,207
2021,45,New York,197
2021,46,New York,197
2021,47,New York,240
2021,48,New York,324
2021,49,New York,373
2021,50,New York,377
2021,51,New York,389
2021,52,New York,444
2022,1,New York,567
2022,2,New York,604
2022,3,New York,632
2022,4,New York,548
2022,5,New York,454
2022,6,New York,333
2022,7,New York,227
2022,8,New York,142
2022,9,New York,107
2022,10,New York,91
2022,11,New York,47
2022,12,New York,44
2022,13,New York,42
2022,14,New York,41
2022,15,New York,39
2022,16,New York,59
2022,17,New York,76
2022,18,New York,81
2022,19,New York,117
2022,20,New York,92
2022,21,New York,95
2022,22,New York,76
2022,23,New York,62
2022,24,New York,60
2022,25,New York,47
2022,26,New York,46
2022,27,New York,44
2022,28,New York,54
2022,29,New York,56
2022,30,New York,72
2022,31,New York,62
2022,32,New York,67
2022,33,New York,51
2022,34,New York,61
2022,35,New York,52
2022,36,New York,60
2022,37,New York,52
2022,38,New York,60
2022,39,New York,66
2022,40,New York,80
2022,41,New York,92
2022,42,New York,102
2022,43,New York,79
2022,44,New York,94
2022,45,New York,79
2022,46,New York,74
2022,47,New York,81
2022,48,New York,61
2022,49,New York,88
2022,50,New York,99
2022,51,New York,96
2022,52,New York,110
2023,1,New York,101
2023,2,New York,110
2023,3,New York,82
2023,4,New York,83
2023,5,New York,72
2023,6,New York,79
2023,7,New York,64
2023,8,New York,63
2023,9,New York,55
2023,10,New York,50
2023,11,New York,49
2023,12,New York,44
2023,13,New York,43
2023,14,New York,29
2023,15,New York,25
2023,16,New York,34
2023,17,New York,29
2023,18,New York,26
2023,19,New York,12
2023,20,New York,15
2023,21,New York,10
2023,22,New York,14
2023,23,New York,18
2023,24,New York,15
2023,25,New York,12
2023,26,New York,14
2023,27,New York,
2023,28,New York,
2023,29,New York,
2023,30,New York,
2023,31,New York,15
2023,32,New York,17
2023,33,New York,24
2023,34,New York,28
2023,35,New York,27
2023,36,New York,37
2023,37,New York,35
2020,1,New York City,0
2020,2,New York City,0
2020,3,New York City,0
2020,4,New York City,0
2020,5,New York City,0
2020,6,New York City,0
2020,7,New York City,0
2020,8,New York City,0
2020,9,New York City,0
2020,10,New York City,0
2020,11,New York City,
2020,12,New York City,120
2020,13,New York City,906
2020,14,New York City,"3,1"
2020,15,New York City,"4,573"
2020,16,New York City,"3,651"
2020,17,New York City,"2,484"
2020,18,New York City,"1,62"
2020,19,New York City,983
2020,20,New York City,554
2020,21,New York City,369
2020,22,New York City,249
2020,23,New York City,171
2020,24,New York City,110
2020,25,New York City,65
2020,26,New York City,55
2020,27,New York City,36
2020,28,New York City,32
2020,29,New York City,35
2020,30,New York City,31
2020,31,New York City,22
2020,32,New York City,19
2020,33,New York City,20
2020,34,New York City,16
2020,35,New York City,15
2020,36,New York City,16
2020,37,New York City,11
2020,38,New York City,21
