MMWR Year,MMWR Week,Jurisdiction of Occurrence,"COVID-19 (U071, Multiple Cause of Death)"
2023,17,Mississippi,15
2023,18,Mississippi,15
2023,19,Mississippi,
2023,20,Mississippi,
2023,21,Mississippi,14
2023,22,Mississippi,18
2023,23,Mississippi,10
2023,24,Mississippi,
2023,25,Mississippi,15
2023,26,Mississippi,
2023,27,Mississippi,
2023,28,Mississippi,
2023,29,Mississippi,10
2023,30,Mississippi,11
2023,31,Mississippi,
2023,32,Mississippi,
2023,33,Mississippi,17
2023,34,Mississippi,15
2023,35,Mississippi,28
2023,36,Mississippi,16
2023,37,Mississippi,14
2020,1,Missouri,0
2020,2,Missouri,0
2020,3,Missouri,0
2020,4,Missouri,0
2020,5,Missouri,0
2020,6,Missouri,0
2020,7,Missouri,0
2020,8,Missouri,0
2020,9,Missouri,0
2020,10,Missouri,0
2020,11,Missouri,0
2020,12,Missouri,
2020,13,Missouri,18
2020,14,Missouri,57
2020,15,Missouri,99
2020,16,Missouri,94
2020,17,Missouri,134
2020,18,Missouri,123
2020,19,Missouri,126
2020,20,Missouri,93
2020,21,Missouri,80
2020,22,Missouri,59
2020,23,Missouri,55
2020,24,Missouri,46
2020,25,Missouri,45
2020,26,Missouri,43
2020,27,Missouri,42
2020,28,Missouri,43
2020,29,Missouri,49
2020,30,Missouri,89
2020,31,Missouri,79
2020,32,Missouri,99
2020,33,Missouri,108
2020,34,Missouri,102
2020,35,Missouri,129
2020,36,Missouri,113
2020,37,Missouri,155
2020,38,Missouri,135
2020,39,Missouri,184
2020,40,Missouri,242
2020,41,Missouri,231
2020,42,Missouri,215
2020,43,Missouri,257
2020,44,Missouri,308
2020,45,Missouri,379
2020,46,Missouri,453
2020,47,Missouri,495
2020,48,Missouri,590
2020,49,Missouri,572
2020,50,Missouri,583
2020,51,Missouri,513
2020,52,Missouri,492
2020,53,Missouri,464
2021,1,Missouri,453
2021,2,Missouri,434
2021,3,Missouri,387
2021,4,Missouri,304
2021,5,Missouri,211
2021,6,Missouri,186
2021,7,Missouri,141
2021,8,Missouri,109
2021,9,Missouri,90
2021,10,Missouri,72
2021,11,Missouri,62
2021,12,Missouri,77
2021,13,Missouri,62
2021,14,Missouri,48
2021,15,Missouri,48
2021,16,Missouri,51
2021,17,Missouri,64
2021,18,Missouri,47
2021,19,Missouri,54
2021,20,Missouri,45
2021,21,Missouri,33
2021,22,Missouri,42
2021,23,Missouri,64
2021,24,Missouri,57
2021,25,Missouri,88
2021,26,Missouri,85
2021,27,Missouri,106
2021,28,Missouri,170
2021,29,Missouri,202
2021,30,Missouri,227
2021,31,Missouri,317
2021,32,Missouri,318
2021,33,Missouri,313
2021,34,Missouri,338
2021,35,Missouri,290
2021,36,Missouri,240
2021,37,Missouri,261
2021,38,Missouri,227
2021,39,Missouri,216
2021,40,Missouri,178
2021,41,Missouri,162
2021,42,Missouri,130
2021,43,Missouri,128
2021,44,Missouri,118
2021,45,Missouri,102
2021,46,Missouri,117
2021,47,Missouri,143
2021,48,Missouri,164
2021,49,Missouri,224
2021,50,Missouri,263
2021,51,Missouri,284
2021,52,Missouri,300
2022,1,Missouri,405
2022,2,Missouri,480
2022,3,Missouri,523
2022,4,Missouri,471
2022,5,Missouri,434
2022,6,Missouri,369
2022,7,Missouri,279
2022,8,Missouri,159
2022,9,Missouri,123
2022,10,Missouri,97
2022,11,Missouri,64
2022,12,Missouri,60
2022,13,Missouri,39
2022,14,Missouri,40
2022,15,Missouri,26
2022,16,Missouri,28
2022,17,Missouri,19
2022,18,Missouri,26
2022,19,Missouri,24
2022,20,Missouri,22
2022,21,Missouri,26
2022,22,Missouri,29
2022,23,Missouri,28
2022,24,Missouri,24
2022,25,Missouri,42
2022,26,Missouri,47
2022,27,Missouri,38
2022,28,Missouri,57
2022,29,Missouri,79
2022,30,Missouri,82
2022,31,Missouri,75
2022,32,Missouri,69
2022,33,Missouri,68
2022,34,Missouri,67
2022,35,Missouri,53
2022,36,Missouri,52
2022,37,Missouri,51
2022,38,Missouri,64
2022,39,Missouri,56
2022,40,Missouri,36
2022,41,Missouri,41
2022,42,Missouri,56
2022,43,Missouri,36
2022,44,Missouri,54
2022,45,Missouri,39
2022,46,Missouri,49
2022,47,Missouri,46
2022,48,Missouri,46
2022,49,Missouri,65
2022,50,Missouri,83
2022,51,Missouri,62
2022,52,Missouri,83
2023,1,Missouri,71
2023,2,Missouri,51
2023,3,Missouri,54
2023,4,Missouri,50
2023,5,Missouri,45
2023,6,Missouri,55
2023,7,Missouri,31
2023,8,Missouri,43
2023,9,Missouri,33
2023,10,Missouri,40
2023,11,Missouri,36
2023,12,Missouri,44
2023,13,Missouri,28
2023,14,Missouri,38
2023,15,Missouri,29
2023,16,Missouri,24
2023,17,Missouri,17
2023,18,Missouri,17
2023,19,Missouri,18
2023,20,Missouri,21
2023,21,Missouri,15
2023,22,Missouri,
2023,23,Missouri,
2023,24,Missouri,12
2023,25,Missouri,
2023,26,Missouri,11
2023,27,Missouri,
2023,28,Missouri,
2023,29,Missouri,11
2023,30,Missouri,
2023,31,Missouri,
2023,32,Missouri,
2023,33,Missouri,
2023,34,Missouri,21
2023,35,Missouri,14
2023,36,Missouri,17
2023,37,Missouri,17
2020,1,Montana,0
2020,2,Montana,0
2020,3,Montana,0
2020,4,Montana,0
2020,5,Montana,0
2020,6,Montana,0
2020,7,Montana,0
2020,8,Montana,0
2020,9,Montana,0
2020,10,Montana,0
2020,11,Montana,0
2020,12,Montana,0
2020,13,Montana,
2020,14,Montana,
2020,15,Montana,0
2020,16,Montana,
2020,17,Montana,
2020,18,Montana,
2020,19,Montana,0
2020,20,Montana,0
2020,21,Montana,0
2020,22,Montana,
2020,23,Montana,
2020,24,Montana,
2020,25,Montana,
2020,26,Montana,
2020,27,Montana,
2020,28,Montana,
2020,29,Montana,
2020,30,Montana,12
2020,31,Montana,16
2020,32,Montana,15
2020,33,Montana,
2020,34,Montana,12
2020,35,Montana,12
2020,36,Montana,19
2020,37,Montana,25
2020,38,Montana,15
2020,39,Montana,20
2020,40,Montana,32
2020,41,Montana,46
2020,42,Montana,51
2020,43,Montana,78
2020,44,Montana,89
2020,45,Montana,79
2020,46,Montana,91
2020,47,Montana,119
2020,48,Montana,94
2020,49,Montana,104
2020,50,Montana,94
2020,51,Montana,75
2020,52,Montana,83
2020,53,Montana,52
2021,1,Montana,52
2021,2,Montana,46
2021,3,Montana,40
2021,4,Montana,28
2021,5,Montana,22
2021,6,Montana,16
2021,7,Montana,24
2021,8,Montana,14
2021,9,Montana,18
2021,10,Montana,12
2021,11,Montana,16
2021,12,Montana,13
2021,13,Montana,
2021,14,Montana,
2021,15,Montana,10
2021,16,Montana,
2021,17,Montana,
2021,18,Montana,
2021,19,Montana,10
2021,20,Montana,
2021,21,Montana,
2021,22,Montana,
2021,23,Montana,15
2021,24,Montana,
2021,25,Montana,
2021,26,Montana,11
2021,27,Montana,10
2021,28,Montana,
2021,29,Montana,13
2021,30,Montana,17
2021,31,Montana,12
2021,32,Montana,27
2021,33,Montana,46
2021,34,Montana,49
2021,35,Montana,45
2021,36,Montana,66
2021,37,Montana,67
2021,38,Montana,82
2021,39,Montana,76
2021,40,Montana,113
2021,41,Montana,115
2021,42,Montana,84
2021,43,Montana,95
2021,44,Montana,86
2021,45,Montana,79
2021,46,Montana,67
2021,47,Montana,69
2021,48,Montana,46
2021,49,Montana,45
2021,50,Montana,32
2021,51,Montana,25
2021,52,Montana,23
2022,1,Montana,30
2022,2,Montana,39
2022,3,Montana,48
2022,4,Montana,45
2022,5,Montana,56
2022,6,Montana,54
2022,7,Montana,50
2022,8,Montana,34
2022,9,Montana,27
2022,10,Montana,18
2022,11,Montana,13
2022,12,Montana,11
2022,13,Montana,
2022,14,Montana,
2022,15,Montana,
2022,16,Montana,
2022,17,Montana,
2022,18,Montana,
2022,19,Montana,
2022,20,Montana,
2022,21,Montana,
2022,22,Montana,
2022,23,Montana,
2022,24,Montana,
2022,25,Montana,
2022,26,Montana,
2022,27,Montana,
2022,28,Montana,14
2022,29,Montana,13
2022,30,Montana,12
2022,31,Montana,
2022,32,Montana,
2022,33,Montana,15
2022,34,Montana,
2022,35,Montana,10
2022,36,Montana,
2022,37,Montana,
2022,38,Montana,
2022,39,Montana,
2022,40,Montana,
2022,41,Montana,11
2022,42,Montana,
2022,43,Montana,
2022,44,Montana,
2022,45,Montana,12
2022,46,Montana,
2022,47,Montana,10
2022,48,Montana,
2022,49,Montana,
2022,50,Montana,
2022,51,Montana,
2022,52,Montana,
2023,1,Montana,14
2023,2,Montana,11
2023,3,Montana,
2023,4,Montana,
2023,5,Montana,
2023,6,Montana,
2023,7,Montana,
2023,8,Montana,
2023,9,Montana,
2023,10,Montana,11
2023,11,Montana,
2023,12,Montana,
2023,13,Montana,
2023,14,Montana,
2023,15,Montana,
2023,16,Montana,
2023,17,Montana,
2023,18,Montana,
2023,19,Montana,
2023,20,Montana,
2023,21,Montana,
2023,22,Montana,
2023,23,Montana,
2023,24,Montana,
2023,25,Montana,
2023,26,Montana,
2023,27,Montana,0
2023,28,Montana,0
2023,29,Montana,0
2023,30,Montana,0
2023,31,Montana,
2023,32,Montana,0
2023,33,Montana,
2023,34,Montana,
2023,35,Montana,
2023,36,Montana,
2023,37,Montana,
2020,1,Nebraska,0
2020,2,Nebraska,0
2020,3,Nebraska,0
2020,4,Nebraska,0
2020,5,Nebraska,0
2020,6,Nebraska,0
2020,7,Nebraska,0
2020,8,Nebraska,0
2020,9,Nebraska,0
2020,10,Nebraska,0
2020,11,Nebraska,0
2020,12,Nebraska,0
2020,13,Nebraska,
2020,14,Nebraska,
2020,15,Nebraska,11
2020,16,Nebraska,16
2020,17,Nebraska,30
2020,18,Nebraska,20
2020,19,Nebraska,21
2020,20,Nebraska,30
2020,21,Nebraska,32
2020,22,Nebraska,22
2020,23,Nebraska,19
2020,24,Nebraska,27
2020,25,Nebraska,24
2020,26,Nebraska,19
2020,27,Nebraska,12
2020,28,Nebraska,10
2020,29,Nebraska,
2020,30,Nebraska,14
2020,31,Nebraska,13
2020,32,Nebraska,24
2020,33,Nebraska,23
2020,34,Nebraska,27
2020,35,Nebraska,13
2020,36,Nebraska,35
2020,37,Nebraska,25
2020,38,Nebraska,24
2020,39,Nebraska,26
2020,40,Nebraska,41
2020,41,Nebraska,52
2020,42,Nebraska,51
2020,43,Nebraska,75
2020,44,Nebraska,80
2020,45,Nebraska,133
2020,46,Nebraska,181
2020,47,Nebraska,200
2020,48,Nebraska,230
2020,49,Nebraska,201
2020,50,Nebraska,164
2020,51,Nebraska,121
2020,52,Nebraska,117
2020,53,Nebraska,99
2021,1,Nebraska,96
2021,2,Nebraska,84
2021,3,Nebraska,73
2021,4,Nebraska,58
2021,5,Nebraska,43
2021,6,Nebraska,33
2021,7,Nebraska,33
2021,8,Nebraska,17
2021,9,Nebraska,24
2021,10,Nebraska,20
2021,11,Nebraska,15
2021,12,Nebraska,15
2021,13,Nebraska,
2021,14,Nebraska,12
2021,15,Nebraska,15
2021,16,Nebraska,18
2021,17,Nebraska,21
2021,18,Nebraska,17
2021,19,Nebraska,19
2021,20,Nebraska,15
2021,21,Nebraska,
2021,22,Nebraska,
2021,23,Nebraska,
2021,24,Nebraska,
2021,25,Nebraska,
2021,26,Nebraska,
2021,27,Nebraska,
2021,28,Nebraska,
2021,29,Nebraska,15
2021,30,Nebraska,17
2021,31,Nebraska,29
2021,32,Nebraska,22
2021,33,Nebraska,41
2021,34,Nebraska,37
2021,35,Nebraska,34
2021,36,Nebraska,40
2021,37,Nebraska,32
2021,38,Nebraska,62
2021,39,Nebraska,48
2021,40,Nebraska,65
2021,41,Nebraska,63
2021,42,Nebraska,49
2021,43,Nebraska,60
2021,44,Nebraska,54
2021,45,Nebraska,52
2021,46,Nebraska,71
2021,47,Nebraska,59
2021,48,Nebraska,81
2021,49,Nebraska,80
2021,50,Nebraska,84
2021,51,Nebraska,73
2021,52,Nebraska,63
2022,1,Nebraska,74
2022,2,Nebraska,98
2022,3,Nebraska,75
2022,4,Nebraska,106
2022,5,Nebraska,97
2022,6,Nebraska,81
2022,7,Nebraska,68
2022,8,Nebraska,41
2022,9,Nebraska,46
2022,10,Nebraska,29
2022,11,Nebraska,12
2022,12,Nebraska,10
2022,13,Nebraska,12
2022,14,Nebraska,
2022,15,Nebraska,
2022,16,Nebraska,
2022,17,Nebraska,12
2022,18,Nebraska,
2022,19,Nebraska,
2022,20,Nebraska,
2022,21,Nebraska,13
2022,22,Nebraska,
2022,23,Nebraska,11
2022,24,Nebraska,
2022,25,Nebraska,
2022,26,Nebraska,18
2022,27,Nebraska,21
2022,28,Nebraska,
2022,29,Nebraska,15
2022,30,Nebraska,20
2022,31,Nebraska,16
2022,32,Nebraska,16
2022,33,Nebraska,17
2022,34,Nebraska,10
2022,35,Nebraska,15
2022,36,Nebraska,18
2022,37,Nebraska,
2022,38,Nebraska,15
2022,39,Nebraska,
2022,40,Nebraska,12
2022,41,Nebraska,14
2022,42,Nebraska,
2022,43,Nebraska,10
2022,44,Nebraska,21
2022,45,Nebraska,19
2022,46,Nebraska,25
2022,47,Nebraska,18
2022,48,Nebraska,23
2022,49,Nebraska,27
2022,50,Nebraska,20
2022,51,Nebraska,21
2022,52,Nebraska,23
2023,1,Nebraska,28
2023,2,Nebraska,12
2023,3,Nebraska,17
2023,4,Nebraska,17
2023,5,Nebraska,11
2023,6,Nebraska,13
2023,7,Nebraska,11
2023,8,Nebraska,16
2023,9,Nebraska,
2023,10,Nebraska,12
2023,11,Nebraska,
2023,12,Nebraska,27
2023,13,Nebraska,12
2023,14,Nebraska,18
2023,15,Nebraska,17
2023,16,Nebraska,
2023,17,Nebraska,16
2023,18,Nebraska,
2023,19,Nebraska,
2023,20,Nebraska,
2023,21,Nebraska,
2023,22,Nebraska,10
2023,23,Nebraska,
2023,24,Nebraska,
2023,25,Nebraska,
2023,26,Nebraska,
2023,27,Nebraska,0
2023,28,Nebraska,
2023,29,Nebraska,
2023,30,Nebraska,
2023,31,Nebraska,
2023,32,Nebraska,
2023,33,Nebraska,
2023,34,Nebraska,
2023,35,Nebraska,
2023,36,Nebraska,
2023,37,Nebraska,
2020,1,Nevada,0
2020,2,Nevada,0
2020,3,Nevada,0
2020,4,Nevada,0
2020,5,Nevada,0
2020,6,Nevada,0
2020,7,Nevada,0
2020,8,Nevada,0
2020,9,Nevada,0
2020,10,Nevada,0
2020,11,Nevada,0
2020,12,Nevada,
2020,13,Nevada,19
2020,14,Nevada,43
2020,15,Nevada,55
2020,16,Nevada,43
2020,17,Nevada,62
2020,18,Nevada,48
2020,19,Nevada,51
2020,20,Nevada,34
2020,21,Nevada,36
2020,22,Nevada,29
2020,23,Nevada,21
2020,24,Nevada,17
2020,25,Nevada,20
2020,26,Nevada,23
2020,27,Nevada,43
2020,28,Nevada,67
2020,29,Nevada,87
2020,30,Nevada,94
2020,31,Nevada,108
2020,32,Nevada,131
2020,33,Nevada,116
2020,34,Nevada,101
2020,35,Nevada,80
2020,36,Nevada,77
2020,37,Nevada,62
2020,38,Nevada,51
2020,39,Nevada,41
2020,40,Nevada,37
2020,41,Nevada,42
2020,42,Nevada,32
2020,43,Nevada,37
2020,44,Nevada,53
2020,45,Nevada,63
2020,46,Nevada,85
2020,47,Nevada,138
2020,48,Nevada,181
2020,49,Nevada,215
2020,50,Nevada,288
2020,51,Nevada,281
2020,52,Nevada,295
2020,53,Nevada,288
2021,1,Nevada,294
2021,2,Nevada,300
2021,3,Nevada,255
2021,4,Nevada,224
2021,5,Nevada,210
2021,6,Nevada,175
2021,7,Nevada,113
2021,8,Nevada,80
2021,9,Nevada,59
2021,10,Nevada,52
2021,11,Nevada,53
2021,12,Nevada,39
2021,13,Nevada,39
2021,14,Nevada,38
2021,15,Nevada,33
2021,16,Nevada,32
2021,17,Nevada,45
2021,18,Nevada,37
2021,19,Nevada,28
2021,20,Nevada,27
2021,21,Nevada,16
2021,22,Nevada,25
2021,23,Nevada,27
2021,24,Nevada,29
2021,25,Nevada,31
2021,26,Nevada,38
2021,27,Nevada,50
2021,28,Nevada,76
2021,29,Nevada,91
2021,30,Nevada,139
2021,31,Nevada,151
2021,32,Nevada,151
2021,33,Nevada,181
2021,34,Nevada,177
2021,35,Nevada,155
2021,36,Nevada,191
2021,37,Nevada,174
2021,38,Nevada,172
2021,39,Nevada,155
2021,40,Nevada,143
2021,41,Nevada,127
2021,42,Nevada,114
2021,43,Nevada,85
2021,44,Nevada,119
2021,45,Nevada,111
2021,46,Nevada,102
2021,47,Nevada,100
2021,48,Nevada,105
2021,49,Nevada,115
2021,50,Nevada,88
2021,51,Nevada,115
2021,52,Nevada,106
2022,1,Nevada,129
2022,2,Nevada,185
2022,3,Nevada,255
2022,4,Nevada,283
2022,5,Nevada,251
2022,6,Nevada,216
2022,7,Nevada,137
2022,8,Nevada,108
2022,9,Nevada,85
2022,10,Nevada,53
2022,11,Nevada,47
2022,12,Nevada,34
2022,13,Nevada,29
2022,14,Nevada,18
2022,15,Nevada,10
2022,16,Nevada,11
2022,17,Nevada,21
2022,18,Nevada,14
2022,19,Nevada,10
2022,20,Nevada,15
2022,21,Nevada,26
2022,22,Nevada,15
2022,23,Nevada,28
2022,24,Nevada,26
2022,25,Nevada,25
2022,26,Nevada,31
2022,27,Nevada,35
2022,28,Nevada,43
2022,29,Nevada,39
2022,30,Nevada,35
2022,31,Nevada,38
2022,32,Nevada,25
2022,33,Nevada,15
2022,34,Nevada,21
2022,35,Nevada,15
2022,36,Nevada,12
2022,37,Nevada,11
2022,38,Nevada,10
2022,39,Nevada,10
2022,40,Nevada,13
2022,41,Nevada,15
2022,42,Nevada,
2022,43,Nevada,17
2022,44,Nevada,23
2022,45,Nevada,22
2022,46,Nevada,28
2022,47,Nevada,31
2022,48,Nevada,27
2022,49,Nevada,43
2022,50,Nevada,36
2022,51,Nevada,33
2022,52,Nevada,30
2023,1,Nevada,26
2023,2,Nevada,25
2023,3,Nevada,21
2023,4,Nevada,17
2023,5,Nevada,10
2023,6,Nevada,13
2023,7,Nevada,13
2023,8,Nevada,
2023,9,Nevada,18
2023,10,Nevada,13
2023,11,Nevada,12
2023,12,Nevada,11
2023,13,Nevada,11
2023,14,Nevada,
2023,15,Nevada,13
2023,16,Nevada,13
2023,17,Nevada,
2023,18,Nevada,13
2023,19,Nevada,
2023,20,Nevada,
2023,21,Nevada,11
2023,22,Nevada,
2023,23,Nevada,
2023,24,Nevada,
2023,25,Nevada,10
2023,26,Nevada,
2023,27,Nevada,
2023,28,Nevada,
2023,29,Nevada,
2023,30,Nevada,
2023,31,Nevada,10
2023,32,Nevada,
2023,33,Nevada,
2023,34,Nevada,
2023,35,Nevada,12
2023,36,Nevada,10
2023,37,Nevada,0
2020,1,New Hampshire,0
2020,2,New Hampshire,0
2020,3,New Hampshire,0
2020,4,New Hampshire,0
2020,5,New Hampshire,0
2020,6,New Hampshire,0
2020,7,New Hampshire,0
2020,8,New Hampshire,0
2020,9,New Hampshire,0
2020,10,New Hampshire,0
2020,11,New Hampshire,0
2020,12,New Hampshire,0
2020,13,New Hampshire,
2020,14,New Hampshire,12
2020,15,New Hampshire,17
2020,16,New Hampshire,16
2020,17,New Hampshire,19
2020,18,New Hampshire,38
2020,19,New Hampshire,44
2020,20,New Hampshire,47
2020,21,New Hampshire,36
2020,22,New Hampshire,41
2020,23,New Hampshire,33
2020,24,New Hampshire,32
2020,25,New Hampshire,13
2020,26,New Hampshire,24
2020,27,New Hampshire,14
2020,28,New Hampshire,
2020,29,New Hampshire,
2020,30,New Hampshire,
2020,31,New Hampshire,
2020,32,New Hampshire,
2020,33,New Hampshire,
2020,34,New Hampshire,
2020,35,New Hampshire,
2020,36,New Hampshire,
2020,37,New Hampshire,
2020,38,New Hampshire,
2020,39,New Hampshire,
2020,40,New Hampshire,
2020,41,New Hampshire,16
2020,42,New Hampshire,
2020,43,New Hampshire,11
2020,44,New Hampshire,
2020,45,New Hampshire,
2020,46,New Hampshire,10
2020,47,New Hampshire,13
2020,48,New Hampshire,27
2020,49,New Hampshire,46
2020,50,New Hampshire,52
2020,51,New Hampshire,56
2020,52,New Hampshire,85
2020,53,New Hampshire,78
2021,1,New Hampshire,73
2021,2,New Hampshire,81
2021,3,New Hampshire,64
2021,4,New Hampshire,61
2021,5,New Hampshire,38
2021,6,New Hampshire,24
2021,7,New Hampshire,19
2021,8,New Hampshire,14
2021,9,New Hampshire,13
2021,10,New Hampshire,
2021,11,New Hampshire,15
2021,12,New Hampshire,
2021,13,New Hampshire,
2021,14,New Hampshire,
2021,15,New Hampshire,12
2021,16,New Hampshire,12
2021,17,New Hampshire,
2021,18,New Hampshire,
2021,19,New Hampshire,11
2021,20,New Hampshire,
2021,21,New Hampshire,
2021,22,New Hampshire,
2021,23,New Hampshire,
2021,24,New Hampshire,
2021,25,New Hampshire,
2021,26,New Hampshire,
2021,27,New Hampshire,
2021,28,New Hampshire,
2021,29,New Hampshire,
2021,30,New Hampshire,
2021,31,New Hampshire,0
2021,32,New Hampshire,
2021,33,New Hampshire,11
2021,34,New Hampshire,16
2021,35,New Hampshire,12
2021,36,New Hampshire,18
2021,37,New Hampshire,17
2021,38,New Hampshire,14
2021,39,New Hampshire,13
2021,40,New Hampshire,20
2021,41,New Hampshire,29
2021,42,New Hampshire,22
2021,43,New Hampshire,34
2021,44,New Hampshire,26
2021,45,New Hampshire,38
2021,46,New Hampshire,35
2021,47,New Hampshire,42
2021,48,New Hampshire,51
2021,49,New Hampshire,57
2021,50,New Hampshire,63
2021,51,New Hampshire,74
2021,52,New Hampshire,59
2022,1,New Hampshire,56
2022,2,New Hampshire,57
2022,3,New Hampshire,65
2022,4,New Hampshire,52
2022,5,New Hampshire,60
2022,6,New Hampshire,35
2022,7,New Hampshire,26
2022,8,New Hampshire,21
2022,9,New Hampshire,15
2022,10,New Hampshire,19
2022,11,New Hampshire,
2022,12,New Hampshire,
2022,13,New Hampshire,
2022,14,New Hampshire,
2022,15,New Hampshire,
2022,16,New Hampshire,
2022,17,New Hampshire,
2022,18,New Hampshire,
2022,19,New Hampshire,
2022,20,New Hampshire,13
2022,21,New Hampshire,
2022,22,New Hampshire,15
2022,23,New Hampshire,10
2022,24,New Hampshire,
2022,25,New Hampshire,11
2022,26,New Hampshire,
2022,27,New Hampshire,
2022,28,New Hampshire,
2022,29,New Hampshire,10
2022,30,New Hampshire,
2022,31,New Hampshire,
2022,32,New Hampshire,
2022,33,New Hampshire,
2022,34,New Hampshire,
2022,35,New Hampshire,11
2022,36,New Hampshire,11
2022,37,New Hampshire,12
2022,38,New Hampshire,
2022,39,New Hampshire,
2022,40,New Hampshire,
2022,41,New Hampshire,14
2022,42,New Hampshire,21
2022,43,New Hampshire,19
2022,44,New Hampshire,21
2022,45,New Hampshire,14
2022,46,New Hampshire,17
2022,47,New Hampshire,12
2022,48,New Hampshire,13
2022,49,New Hampshire,11
2022,50,New Hampshire,10
2022,51,New Hampshire,10
2022,52,New Hampshire,18
2023,1,New Hampshire,20
2023,2,New Hampshire,24
2023,3,New Hampshire,20
2023,4,New Hampshire,17
2023,5,New Hampshire,13
2023,6,New Hampshire,13
2023,7,New Hampshire,17
2023,8,New Hampshire,
2023,9,New Hampshire,
2023,10,New Hampshire,10
2023,11,New Hampshire,
2023,12,New Hampshire,
2023,13,New Hampshire,
2023,14,New Hampshire,
2023,15,New Hampshire,
2023,16,New Hampshire,
2023,17,New Hampshire,
2023,18,New Hampshire,
2023,19,New Hampshire,
2023,20,New Hampshire,
2023,21,New Hampshire,
2023,22,New Hampshire,
2023,23,New Hampshire,
2023,24,New Hampshire,
2023,25,New Hampshire,
2023,26,New Hampshire,
2023,27,New Hampshire,
2023,28,New Hampshire,0
2023,29,New Hampshire,
2023,30,New Hampshire,
2023,31,New Hampshire,
2023,32,New Hampshire,
2023,33,New Hampshire,
2023,34,New Hampshire,
2023,35,New Hampshire,
2023,36,New Hampshire,
2023,37,New Hampshire,
2020,1,New Jersey,0
2020,2,New Jersey,0
2020,3,New Jersey,0
2020,4,New Jersey,0
2020,5,New Jersey,0
2020,6,New Jersey,0
2020,7,New Jersey,0
2020,8,New Jersey,0
2020,9,New Jersey,0
2020,10,New Jersey,0
2020,11,New Jersey,
2020,12,New Jersey,39
2020,13,New Jersey,301
2020,14,New Jersey,"1,262"
2020,15,New Jersey,"2,381"
2020,16,New Jersey,"2,52"
2020,17,New Jersey,"2,058"
2020,18,New Jersey,"1,557"
2020,19,New Jersey,"1,126"
2020,20,New Jersey,827
2020,21,New Jersey,556
2020,22,New Jersey,396
2020,23,New Jersey,317
2020,24,New Jersey,221
2020,25,New Jersey,162
2020,26,New Jersey,143
2020,27,New Jersey,103
2020,28,New Jersey,86
2020,29,New Jersey,61
2020,30,New Jersey,66
2020,31,New Jersey,63
2020,32,New Jersey,36
2020,33,New Jersey,45
2020,34,New Jersey,36
2020,35,New Jersey,33
2020,36,New Jersey,32
2020,37,New Jersey,35
2020,38,New Jersey,35
2020,39,New Jersey,32
2020,40,New Jersey,34
2020,41,New Jersey,54
2020,42,New Jersey,58
2020,43,New Jersey,72
2020,44,New Jersey,82
2020,45,New Jersey,93
2020,46,New Jersey,181
2020,47,New Jersey,229
2020,48,New Jersey,313
2020,49,New Jersey,454
2020,50,New Jersey,495
2020,51,New Jersey,531
2020,52,New Jersey,560
2020,53,New Jersey,650
2021,1,New Jersey,551
2021,2,New Jersey,606
2021,3,New Jersey,570
2021,4,New Jersey,523
2021,5,New Jersey,473
2021,6,New Jersey,372
2021,7,New Jersey,330
2021,8,New Jersey,303
2021,9,New Jersey,232
2021,10,New Jersey,229
2021,11,New Jersey,247
2021,12,New Jersey,237
2021,13,New Jersey,231
2021,14,New Jersey,269
2021,15,New Jersey,259
2021,16,New Jersey,237
2021,17,New Jersey,201
2021,18,New Jersey,173
2021,19,New Jersey,138
2021,20,New Jersey,88
2021,21,New Jersey,90
2021,22,New Jersey,51
2021,23,New Jersey,26
2021,24,New Jersey,49
2021,25,New Jersey,25
2021,26,New Jersey,35
2021,27,New Jersey,27
2021,28,New Jersey,31
2021,29,New Jersey,28
2021,30,New Jersey,33
2021,31,New Jersey,40
2021,32,New Jersey,76
2021,33,New Jersey,91
2021,34,New Jersey,105
2021,35,New Jersey,118
2021,36,New Jersey,123
2021,37,New Jersey,137
2021,38,New Jersey,154
2021,39,New Jersey,130
2021,40,New Jersey,130
2021,41,New Jersey,121
2021,42,New Jersey,116
2021,43,New Jersey,107
2021,44,New Jersey,104
2021,45,New Jersey,89
2021,46,New Jersey,81
2021,47,New Jersey,87
2021,48,New Jersey,112
2021,49,New Jersey,143
2021,50,New Jersey,179
2021,51,New Jersey,205
2021,52,New Jersey,380
2022,1,New Jersey,659
2022,2,New Jersey,810
2022,3,New Jersey,767
2022,4,New Jersey,606
2022,5,New Jersey,440
2022,6,New Jersey,263
2022,7,New Jersey,184
2022,8,New Jersey,111
2022,9,New Jersey,70
2022,10,New Jersey,70
2022,11,New Jersey,42
2022,12,New Jersey,41
2022,13,New Jersey,26
2022,14,New Jersey,31
2022,15,New Jersey,32
2022,16,New Jersey,46
2022,17,New Jersey,41
2022,18,New Jersey,55
2022,19,New Jersey,59
2022,20,New Jersey,74
2022,21,New Jersey,71
2022,22,New Jersey,59
2022,23,New Jersey,66
2022,24,New Jersey,42
2022,25,New Jersey,44
2022,26,New Jersey,51
2022,27,New Jersey,51
2022,28,New Jersey,67
2022,29,New Jersey,69
2022,30,New Jersey,69
2022,31,New Jersey,53
2022,32,New Jersey,63
2022,33,New Jersey,61
2022,34,New Jersey,56
2022,35,New Jersey,55
2022,36,New Jersey,61
2022,37,New Jersey,49
2022,38,New Jersey,55
2022,39,New Jersey,59
