MMWR Year,MMWR Week,Jurisdiction of Occurrence,influenza_pneumonia
2021,22,South Carolina,5
2021,23,South Carolina,10
2021,24,South Carolina,14
2021,25,South Carolina,12
2021,26,South Carolina,5
2021,27,South Carolina,15
2021,28,South Carolina,11
2021,29,South Carolina,11
2021,30,South Carolina,11
2021,31,South Carolina,11
2021,32,South Carolina,5
2021,33,South Carolina,5
2021,34,South Carolina,13
2021,35,South Carolina,5
2021,36,South Carolina,11
2021,37,South Carolina,13
2021,38,South Carolina,16
2021,39,South Carolina,5
2021,40,South Carolina,10
2021,41,South Carolina,5
2021,42,South Carolina,12
2021,43,South Carolina,22
2021,44,South Carolina,10
2021,45,South Carolina,5
2021,46,South Carolina,12
2021,47,South Carolina,5
2021,48,South Carolina,18
2021,49,South Carolina,15
2021,50,South Carolina,5
2021,51,South Carolina,20
2021,52,South Carolina,5
2022,1,South Carolina,20
2022,2,South Carolina,26
2022,3,South Carolina,19
2022,4,South Carolina,13
2022,5,South Carolina,12
2022,6,South Carolina,5
2022,7,South Carolina,14
2022,8,South Carolina,18
2022,9,South Carolina,11
2022,10,South Carolina,13
2022,11,South Carolina,12
2022,12,South Carolina,10
2022,13,South Carolina,5
2022,14,South Carolina,5
2022,15,South Carolina,16
2022,16,South Carolina,16
2022,17,South Carolina,10
2022,18,South Carolina,12
2022,19,South Carolina,12
2022,20,South Carolina,10
2022,21,South Carolina,10
2022,22,South Carolina,5
2022,23,South Carolina,5
2022,24,South Carolina,12
2022,25,South Carolina,5
2022,26,South Carolina,5
2022,27,South Carolina,5
2022,28,South Carolina,11
2022,29,South Carolina,5
2022,30,South Carolina,5
2022,31,South Carolina,5
2022,32,South Carolina,5
2022,33,South Carolina,12
2022,34,South Carolina,5
2022,35,South Carolina,12
2022,36,South Carolina,10
2022,37,South Carolina,17
2022,38,South Carolina,11
2022,39,South Carolina,5
2022,40,South Carolina,5
2022,41,South Carolina,13
2022,42,South Carolina,5
2022,43,South Carolina,10
2022,44,South Carolina,16
2022,45,South Carolina,16
2022,46,South Carolina,22
2022,47,South Carolina,16
2022,48,South Carolina,23
2022,49,South Carolina,27
2022,50,South Carolina,20
2022,51,South Carolina,15
2022,52,South Carolina,20
2023,1,South Carolina,18
2023,2,South Carolina,16
2023,3,South Carolina,12
2023,4,South Carolina,19
2023,5,South Carolina,19
2023,6,South Carolina,19
2023,7,South Carolina,14
2023,8,South Carolina,13
2023,9,South Carolina,5
2023,10,South Carolina,14
2023,11,South Carolina,14
2023,12,South Carolina,5
2023,13,South Carolina,10
2023,14,South Carolina,12
2023,15,South Carolina,5
2023,16,South Carolina,5
2023,17,South Carolina,11
2023,18,South Carolina,11
2023,19,South Carolina,5
2023,20,South Carolina,5
2023,21,South Carolina,5
2023,22,South Carolina,12
2023,23,South Carolina,15
2023,24,South Carolina,5
2023,25,South Carolina,11
2023,26,South Carolina,14
2023,27,South Carolina,10
2023,28,South Carolina,5
2023,29,South Carolina,5
2023,30,South Carolina,5
2023,31,South Carolina,5
2023,32,South Carolina,11
2023,33,South Carolina,5
2023,34,South Carolina,10
2023,35,South Carolina,5
2023,36,South Carolina,13
2023,37,South Carolina,5
2020,1,South Dakota,5
2020,2,South Dakota,5
2020,3,South Dakota,5
2020,4,South Dakota,5
2020,5,South Dakota,5
2020,6,South Dakota,5
2020,7,South Dakota,5
2020,8,South Dakota,5
2020,9,South Dakota,5
2020,10,South Dakota,5
2020,11,South Dakota,5
2020,12,South Dakota,5
2020,13,South Dakota,5
2020,14,South Dakota,0
2020,15,South Dakota,5
2020,16,South Dakota,5
2020,17,South Dakota,5
2020,18,South Dakota,5
2020,19,South Dakota,5
2020,20,South Dakota,5
2020,21,South Dakota,5
2020,22,South Dakota,0
2020,23,South Dakota,5
2020,24,South Dakota,5
2020,25,South Dakota,5
2020,26,South Dakota,0
2020,27,South Dakota,5
2020,28,South Dakota,5
2020,29,South Dakota,5
2020,30,South Dakota,5
2020,31,South Dakota,5
2020,32,South Dakota,0
2020,33,South Dakota,5
2020,34,South Dakota,5
2020,35,South Dakota,5
2020,36,South Dakota,5
2020,37,South Dakota,0
2020,38,South Dakota,5
2020,39,South Dakota,5
2020,40,South Dakota,0
2020,41,South Dakota,5
2020,42,South Dakota,5
2020,43,South Dakota,5
2020,44,South Dakota,5
2020,45,South Dakota,5
2020,46,South Dakota,5
2020,47,South Dakota,5
2020,48,South Dakota,5
2020,49,South Dakota,5
2020,50,South Dakota,5
2020,51,South Dakota,5
2020,52,South Dakota,5
2020,53,South Dakota,5
2021,1,South Dakota,5
2021,2,South Dakota,5
2021,3,South Dakota,5
2021,4,South Dakota,0
2021,5,South Dakota,5
2021,6,South Dakota,5
2021,7,South Dakota,0
2021,8,South Dakota,5
2021,9,South Dakota,5
2021,10,South Dakota,5
2021,11,South Dakota,5
2021,12,South Dakota,0
2021,13,South Dakota,5
2021,14,South Dakota,5
2021,15,South Dakota,5
2021,16,South Dakota,5
2021,17,South Dakota,5
2021,18,South Dakota,5
2021,19,South Dakota,5
2021,20,South Dakota,5
2021,21,South Dakota,5
2021,22,South Dakota,0
2021,23,South Dakota,5
2021,24,South Dakota,0
2021,25,South Dakota,5
2021,26,South Dakota,5
2021,27,South Dakota,5
2021,28,South Dakota,5
2021,29,South Dakota,5
2021,30,South Dakota,5
2021,31,South Dakota,5
2021,32,South Dakota,5
2021,33,South Dakota,5
2021,34,South Dakota,5
2021,35,South Dakota,5
2021,36,South Dakota,5
2021,37,South Dakota,0
2021,38,South Dakota,5
2021,39,South Dakota,5
2021,40,South Dakota,0
2021,41,South Dakota,5
2021,42,South Dakota,5
2021,43,South Dakota,5
2021,44,South Dakota,5
2021,45,South Dakota,5
2021,46,South Dakota,5
2021,47,South Dakota,5
2021,48,South Dakota,5
2021,49,South Dakota,5
2021,50,South Dakota,5
2021,51,South Dakota,5
2021,52,South Dakota,5
2022,1,South Dakota,5
2022,2,South Dakota,5
2022,3,South Dakota,5
2022,4,South Dakota,5
2022,5,South Dakota,5
2022,6,South Dakota,5
2022,7,South Dakota,5
2022,8,South Dakota,5
2022,9,South Dakota,5
2022,10,South Dakota,5
2022,11,South Dakota,5
2022,12,South Dakota,5
2022,13,South Dakota,5
2022,14,South Dakota,5
2022,15,South Dakota,5
2022,16,South Dakota,5
2022,17,South Dakota,0
2022,18,South Dakota,5
2022,19,South Dakota,0
2022,20,South Dakota,0
2022,21,South Dakota,5
2022,22,South Dakota,5
2022,23,South Dakota,5
2022,24,South Dakota,5
2022,25,South Dakota,5
2022,26,South Dakota,5
2022,27,South Dakota,5
2022,28,South Dakota,5
2022,29,South Dakota,5
2022,30,South Dakota,5
2022,31,South Dakota,5
2022,32,South Dakota,5
2022,33,South Dakota,5
2022,34,South Dakota,5
2022,35,South Dakota,0
2022,36,South Dakota,5
2022,37,South Dakota,5
2022,38,South Dakota,5
2022,39,South Dakota,5
2022,40,South Dakota,5
2022,41,South Dakota,5
2022,42,South Dakota,0
2022,43,South Dakota,5
2022,44,South Dakota,5
2022,45,South Dakota,5
2022,46,South Dakota,5
2022,47,South Dakota,5
2022,48,South Dakota,5
2022,49,South Dakota,5
2022,50,South Dakota,5
2022,51,South Dakota,5
2022,52,South Dakota,5
2023,1,South Dakota,5
2023,2,South Dakota,5
2023,3,South Dakota,5
2023,4,South Dakota,5
2023,5,South Dakota,5
2023,6,South Dakota,5
2023,7,South Dakota,5
2023,8,South Dakota,5
2023,9,South Dakota,5
2023,10,South Dakota,5
2023,11,South Dakota,5
2023,12,South Dakota,5
2023,13,South Dakota,5
2023,14,South Dakota,5
2023,15,South Dakota,5
2023,16,South Dakota,5
2023,17,South Dakota,5
2023,18,South Dakota,5
2023,19,South Dakota,5
2023,20,South Dakota,5
2023,21,South Dakota,5
2023,22,South Dakota,5
2023,23,South Dakota,5
2023,24,South Dakota,5
2023,25,South Dakota,5
2023,26,South Dakota,5
2023,27,South Dakota,5
2023,28,South Dakota,5
2023,29,South Dakota,5
2023,30,South Dakota,5
2023,31,South Dakota,5
2023,32,South Dakota,5
2023,33,South Dakota,5
2023,34,South Dakota,5
2023,35,South Dakota,5
2023,36,South Dakota,0
2023,37,South Dakota,0
2020,1,Tennessee,61
2020,2,Tennessee,71
2020,3,Tennessee,47
2020,4,Tennessee,52
2020,5,Tennessee,53
2020,6,Tennessee,42
2020,7,Tennessee,38
2020,8,Tennessee,30
2020,9,Tennessee,42
2020,10,Tennessee,46
2020,11,Tennessee,34
2020,12,Tennessee,45
2020,13,Tennessee,43
2020,14,Tennessee,42
2020,15,Tennessee,38
2020,16,Tennessee,25
2020,17,Tennessee,26
2020,18,Tennessee,24
2020,19,Tennessee,23
2020,20,Tennessee,21
2020,21,Tennessee,31
2020,22,Tennessee,28
2020,23,Tennessee,31
2020,24,Tennessee,24
2020,25,Tennessee,28
2020,26,Tennessee,28
2020,27,Tennessee,17
2020,28,Tennessee,25
2020,29,Tennessee,23
2020,30,Tennessee,40
2020,31,Tennessee,25
2020,32,Tennessee,20
2020,33,Tennessee,25
2020,34,Tennessee,30
2020,35,Tennessee,21
2020,36,Tennessee,21
2020,37,Tennessee,26
2020,38,Tennessee,30
2020,39,Tennessee,29
2020,40,Tennessee,17
2020,41,Tennessee,22
2020,42,Tennessee,29
2020,43,Tennessee,37
2020,44,Tennessee,28
2020,45,Tennessee,24
2020,46,Tennessee,30
2020,47,Tennessee,23
2020,48,Tennessee,24
2020,49,Tennessee,31
2020,50,Tennessee,37
2020,51,Tennessee,23
2020,52,Tennessee,26
2020,53,Tennessee,39
2021,1,Tennessee,37
2021,2,Tennessee,30
2021,3,Tennessee,28
2021,4,Tennessee,19
2021,5,Tennessee,16
2021,6,Tennessee,24
2021,7,Tennessee,26
2021,8,Tennessee,18
2021,9,Tennessee,22
2021,10,Tennessee,22
2021,11,Tennessee,23
2021,12,Tennessee,22
2021,13,Tennessee,20
2021,14,Tennessee,20
2021,15,Tennessee,23
2021,16,Tennessee,21
2021,17,Tennessee,26
2021,18,Tennessee,19
2021,19,Tennessee,20
2021,20,Tennessee,23
2021,21,Tennessee,21
2021,22,Tennessee,12
2021,23,Tennessee,24
2021,24,Tennessee,16
2021,25,Tennessee,19
2021,26,Tennessee,15
2021,27,Tennessee,30
2021,28,Tennessee,18
2021,29,Tennessee,26
2021,30,Tennessee,11
2021,31,Tennessee,24
2021,32,Tennessee,27
2021,33,Tennessee,24
2021,34,Tennessee,18
2021,35,Tennessee,36
2021,36,Tennessee,31
2021,37,Tennessee,26
2021,38,Tennessee,33
2021,39,Tennessee,26
2021,40,Tennessee,25
2021,41,Tennessee,31
2021,42,Tennessee,22
2021,43,Tennessee,30
2021,44,Tennessee,27
2021,45,Tennessee,31
2021,46,Tennessee,29
2021,47,Tennessee,27
2021,48,Tennessee,34
2021,49,Tennessee,36
2021,50,Tennessee,39
2021,51,Tennessee,36
2021,52,Tennessee,44
2022,1,Tennessee,43
2022,2,Tennessee,28
2022,3,Tennessee,38
2022,4,Tennessee,46
2022,5,Tennessee,28
2022,6,Tennessee,25
2022,7,Tennessee,29
2022,8,Tennessee,32
2022,9,Tennessee,29
2022,10,Tennessee,16
2022,11,Tennessee,19
2022,12,Tennessee,19
2022,13,Tennessee,35
2022,14,Tennessee,19
2022,15,Tennessee,19
2022,16,Tennessee,18
2022,17,Tennessee,19
2022,18,Tennessee,23
2022,19,Tennessee,20
2022,20,Tennessee,18
2022,21,Tennessee,22
2022,22,Tennessee,25
2022,23,Tennessee,25
2022,24,Tennessee,23
2022,25,Tennessee,16
2022,26,Tennessee,25
2022,27,Tennessee,16
2022,28,Tennessee,20
2022,29,Tennessee,26
2022,30,Tennessee,16
2022,31,Tennessee,15
2022,32,Tennessee,27
2022,33,Tennessee,19
2022,34,Tennessee,17
2022,35,Tennessee,28
2022,36,Tennessee,23
2022,37,Tennessee,20
2022,38,Tennessee,13
2022,39,Tennessee,21
2022,40,Tennessee,22
2022,41,Tennessee,24
2022,42,Tennessee,32
2022,43,Tennessee,23
2022,44,Tennessee,36
2022,45,Tennessee,35
2022,46,Tennessee,37
2022,47,Tennessee,46
2022,48,Tennessee,59
2022,49,Tennessee,55
2022,50,Tennessee,50
2022,51,Tennessee,36
2022,52,Tennessee,37
2023,1,Tennessee,42
2023,2,Tennessee,44
2023,3,Tennessee,36
2023,4,Tennessee,33
2023,5,Tennessee,17
2023,6,Tennessee,25
2023,7,Tennessee,32
2023,8,Tennessee,19
2023,9,Tennessee,18
2023,10,Tennessee,35
2023,11,Tennessee,24
2023,12,Tennessee,34
2023,13,Tennessee,21
2023,14,Tennessee,26
2023,15,Tennessee,22
2023,16,Tennessee,24
2023,17,Tennessee,20
2023,18,Tennessee,21
2023,19,Tennessee,27
2023,20,Tennessee,18
2023,21,Tennessee,18
2023,22,Tennessee,23
2023,23,Tennessee,29
2023,24,Tennessee,19
2023,25,Tennessee,26
2023,26,Tennessee,22
2023,27,Tennessee,15
2023,28,Tennessee,17
2023,29,Tennessee,22
2023,30,Tennessee,31
2023,31,Tennessee,14
2023,32,Tennessee,22
2023,33,Tennessee,27
2023,34,Tennessee,29
2023,35,Tennessee,25
2023,36,Tennessee,17
2023,37,Tennessee,19
2020,1,Texas,117
2020,2,Texas,121
2020,3,Texas,101
2020,4,Texas,90
2020,5,Texas,83
2020,6,Texas,98
2020,7,Texas,97
2020,8,Texas,98
2020,9,Texas,82
2020,10,Texas,93
2020,11,Texas,89
2020,12,Texas,92
2020,13,Texas,88
2020,14,Texas,89
2020,15,Texas,84
2020,16,Texas,58
2020,17,Texas,70
2020,18,Texas,69
2020,19,Texas,60
2020,20,Texas,52
2020,21,Texas,69
2020,22,Texas,56
2020,23,Texas,56
2020,24,Texas,53
2020,25,Texas,76
2020,26,Texas,52
2020,27,Texas,35
2020,28,Texas,66
2020,29,Texas,67
2020,30,Texas,59
2020,31,Texas,68
2020,32,Texas,71
2020,33,Texas,58
2020,34,Texas,62
2020,35,Texas,67
2020,36,Texas,48
2020,37,Texas,47
2020,38,Texas,47
2020,39,Texas,45
2020,40,Texas,54
2020,41,Texas,50
2020,42,Texas,62
2020,43,Texas,55
2020,44,Texas,56
2020,45,Texas,64
2020,46,Texas,47
2020,47,Texas,61
2020,48,Texas,64
2020,49,Texas,77
2020,50,Texas,51
2020,51,Texas,58
2020,52,Texas,63
2020,53,Texas,49
2021,1,Texas,77
2021,2,Texas,78
2021,3,Texas,82
2021,4,Texas,65
2021,5,Texas,63
2021,6,Texas,73
2021,7,Texas,65
2021,8,Texas,75
2021,9,Texas,61
2021,10,Texas,45
2021,11,Texas,53
2021,12,Texas,61
2021,13,Texas,65
2021,14,Texas,53
2021,15,Texas,48
2021,16,Texas,54
2021,17,Texas,47
2021,18,Texas,51
2021,19,Texas,45
2021,20,Texas,45
2021,21,Texas,48
2021,22,Texas,38
2021,23,Texas,50
2021,24,Texas,53
2021,25,Texas,42
2021,26,Texas,51
2021,27,Texas,53
2021,28,Texas,53
2021,29,Texas,47
2021,30,Texas,56
2021,31,Texas,58
2021,32,Texas,44
2021,33,Texas,53
2021,34,Texas,68
2021,35,Texas,61
2021,36,Texas,45
2021,37,Texas,56
2021,38,Texas,54
2021,39,Texas,47
2021,40,Texas,51
2021,41,Texas,60
2021,42,Texas,37
2021,43,Texas,50
2021,44,Texas,54
2021,45,Texas,48
2021,46,Texas,75
2021,47,Texas,58
2021,48,Texas,70
2021,49,Texas,81
2021,50,Texas,80
2021,51,Texas,73
2021,52,Texas,67
2022,1,Texas,71
2022,2,Texas,91
2022,3,Texas,65
2022,4,Texas,67
2022,5,Texas,75
2022,6,Texas,53
2022,7,Texas,57
2022,8,Texas,64
2022,9,Texas,63
2022,10,Texas,61
2022,11,Texas,59
2022,12,Texas,64
2022,13,Texas,48
2022,14,Texas,51
2022,15,Texas,45
2022,16,Texas,45
2022,17,Texas,44
2022,18,Texas,52
2022,19,Texas,45
2022,20,Texas,56
2022,21,Texas,38
2022,22,Texas,47
2022,23,Texas,48
2022,24,Texas,48
2022,25,Texas,33
2022,26,Texas,58
2022,27,Texas,53
2022,28,Texas,45
2022,29,Texas,31
2022,30,Texas,44
2022,31,Texas,36
2022,32,Texas,47
2022,33,Texas,41
2022,34,Texas,48
2022,35,Texas,47
2022,36,Texas,59
2022,37,Texas,32
2022,38,Texas,54
2022,39,Texas,38
2022,40,Texas,37
2022,41,Texas,36
2022,42,Texas,49
2022,43,Texas,64
2022,44,Texas,55
2022,45,Texas,75
2022,46,Texas,80
2022,47,Texas,94
2022,48,Texas,119
2022,49,Texas,120
2022,50,Texas,106
2022,51,Texas,97
2022,52,Texas,121
2023,1,Texas,109
2023,2,Texas,88
2023,3,Texas,68
2023,4,Texas,81
2023,5,Texas,67
2023,6,Texas,79
2023,7,Texas,67
2023,8,Texas,69
2023,9,Texas,58
2023,10,Texas,64
2023,11,Texas,69
2023,12,Texas,66
2023,13,Texas,50
2023,14,Texas,65
2023,15,Texas,46
2023,16,Texas,60
2023,17,Texas,47
2023,18,Texas,49
2023,19,Texas,47
2023,20,Texas,45
2023,21,Texas,59
2023,22,Texas,51
2023,23,Texas,59
2023,24,Texas,33
2023,25,Texas,42
2023,26,Texas,45
2023,27,Texas,50
2023,28,Texas,43
2023,29,Texas,52
2023,30,Texas,46
2023,31,Texas,43
2023,32,Texas,43
2023,33,Texas,34
2023,34,Texas,40
2023,35,Texas,22
2023,36,Texas,51
2023,37,Texas,30
2020,1,Utah,5
2020,2,Utah,5
2020,3,Utah,5
2020,4,Utah,21
2020,5,Utah,5
2020,6,Utah,13
2020,7,Utah,5
2020,8,Utah,5
2020,9,Utah,11
2020,10,Utah,5
2020,11,Utah,11
2020,12,Utah,15
2020,13,Utah,10
2020,14,Utah,5
2020,15,Utah,5
2020,16,Utah,5
2020,17,Utah,5
2020,18,Utah,5
2020,19,Utah,5
2020,20,Utah,5
2020,21,Utah,5
2020,22,Utah,5
2020,23,Utah,5
2020,24,Utah,5
2020,25,Utah,5
2020,26,Utah,5
2020,27,Utah,5
2020,28,Utah,5
2020,29,Utah,5
2020,30,Utah,5
2020,31,Utah,5
2020,32,Utah,5
2020,33,Utah,5
2020,34,Utah,5
2020,35,Utah,5
2020,36,Utah,5
2020,37,Utah,5
2020,38,Utah,5
2020,39,Utah,5
2020,40,Utah,5
2020,41,Utah,5
2020,42,Utah,5
2020,43,Utah,5
2020,44,Utah,5
2020,45,Utah,5
2020,46,Utah,5
2020,47,Utah,0
2020,48,Utah,5
2020,49,Utah,5
2020,50,Utah,5
2020,51,Utah,5
2020,52,Utah,5
2020,53,Utah,5
2021,1,Utah,5
2021,2,Utah,5
2021,3,Utah,5
2021,4,Utah,5
2021,5,Utah,5
2021,6,Utah,5
2021,7,Utah,5
2021,8,Utah,5
2021,9,Utah,5
2021,10,Utah,5
2021,11,Utah,5
2021,12,Utah,5
2021,13,Utah,5
2021,14,Utah,5
2021,15,Utah,5
2021,16,Utah,5
2021,17,Utah,5
2021,18,Utah,5
2021,19,Utah,5
2021,20,Utah,5
2021,21,Utah,5
2021,22,Utah,5
2021,23,Utah,5
2021,24,Utah,5
2021,25,Utah,5
2021,26,Utah,5
2021,27,Utah,5
2021,28,Utah,5
2021,29,Utah,5
2021,30,Utah,5
2021,31,Utah,5
2021,32,Utah,5
2021,33,Utah,5
2021,34,Utah,5
2021,35,Utah,5
2021,36,Utah,5
2021,37,Utah,5
2021,38,Utah,5
2021,39,Utah,5
2021,40,Utah,5
2021,41,Utah,5
2021,42,Utah,5
2021,43,Utah,5
2021,44,Utah,5
2021,45,Utah,10
2021,46,Utah,5
2021,47,Utah,5
2021,48,Utah,5
2021,49,Utah,11
2021,50,Utah,5
2021,51,Utah,5
2021,52,Utah,10
2022,1,Utah,5
2022,2,Utah,5
2022,3,Utah,5
2022,4,Utah,5
2022,5,Utah,5
2022,6,Utah,5
2022,7,Utah,5
2022,8,Utah,5
2022,9,Utah,5
2022,10,Utah,5
2022,11,Utah,5
2022,12,Utah,5
2022,13,Utah,5
2022,14,Utah,5
2022,15,Utah,5
2022,16,Utah,5
2022,17,Utah,5
2022,18,Utah,5
2022,19,Utah,5
2022,20,Utah,5
2022,21,Utah,5
2022,22,Utah,5
2022,23,Utah,5
2022,24,Utah,12
2022,25,Utah,5
2022,26,Utah,0
2022,27,Utah,5
2022,28,Utah,5
2022,29,Utah,5
2022,30,Utah,5
2022,31,Utah,5
2022,32,Utah,5
2022,33,Utah,5
2022,34,Utah,5
2022,35,Utah,5
2022,36,Utah,5
2022,37,Utah,5
2022,38,Utah,5
2022,39,Utah,5
2022,40,Utah,5
2022,41,Utah,5
2022,42,Utah,5
2022,43,Utah,5
2022,44,Utah,5
2022,45,Utah,5
2022,46,Utah,10
2022,47,Utah,5
2022,48,Utah,5
2022,49,Utah,11
2022,50,Utah,5
2022,51,Utah,15
2022,52,Utah,14
2023,1,Utah,16
2023,2,Utah,14
2023,3,Utah,13
2023,4,Utah,5
2023,5,Utah,5
2023,6,Utah,5
2023,7,Utah,5
2023,8,Utah,5
2023,9,Utah,5
2023,10,Utah,5
2023,11,Utah,5
2023,12,Utah,5
2023,13,Utah,5
2023,14,Utah,5
2023,15,Utah,5
2023,16,Utah,5
2023,17,Utah,5
2023,18,Utah,5
2023,19,Utah,5
2023,20,Utah,5
2023,21,Utah,5
2023,22,Utah,5
2023,23,Utah,5
2023,24,Utah,5
2023,25,Utah,5
2023,26,Utah,5
2023,27,Utah,5
2023,28,Utah,5
2023,29,Utah,5
2023,30,Utah,5
2023,31,Utah,5
2023,32,Utah,0
2023,33,Utah,5
2023,34,Utah,5
2023,35,Utah,5
2023,36,Utah,5
2023,37,Utah,5
2020,1,Vermont,0
2020,2,Vermont,5
2020,3,Vermont,5
2020,4,Vermont,5
2020,5,Vermont,5
2020,6,Vermont,5
2020,7,Vermont,5
2020,8,Vermont,5
2020,9,Vermont,5
2020,10,Vermont,5
2020,11,Vermont,5
2020,12,Vermont,5
2020,13,Vermont,5
2020,14,Vermont,5
2020,15,Vermont,5
2020,16,Vermont,0
2020,17,Vermont,5
2020,18,Vermont,0
2020,19,Vermont,5
2020,20,Vermont,5
2020,21,Vermont,0
2020,22,Vermont,0
2020,23,Vermont,5
2020,24,Vermont,0
2020,25,Vermont,0
2020,26,Vermont,5
2020,27,Vermont,0
2020,28,Vermont,0
2020,29,Vermont,5
2020,30,Vermont,0
2020,31,Vermont,0
2020,32,Vermont,0
2020,33,Vermont,0
2020,34,Vermont,0
2020,35,Vermont,5
2020,36,Vermont,0
2020,37,Vermont,5
2020,38,Vermont,0
2020,39,Vermont,0
2020,40,Vermont,0
2020,41,Vermont,0
2020,42,Vermont,0
2020,43,Vermont,0
2020,44,Vermont,0
2020,45,Vermont,0
2020,46,Vermont,5
2020,47,Vermont,0
2020,48,Vermont,0
2020,49,Vermont,0
2020,50,Vermont,0
2020,51,Vermont,0
2020,52,Vermont,0
2020,53,Vermont,5
2021,1,Vermont,0
2021,2,Vermont,5
2021,3,Vermont,5
2021,4,Vermont,0
2021,5,Vermont,0
2021,6,Vermont,0
2021,7,Vermont,5
2021,8,Vermont,0
2021,9,Vermont,5
2021,10,Vermont,5
2021,11,Vermont,5
2021,12,Vermont,0
2021,13,Vermont,0
2021,14,Vermont,0
2021,15,Vermont,5
2021,16,Vermont,0
2021,17,Vermont,0
2021,18,Vermont,5
2021,19,Vermont,0
2021,20,Vermont,0
2021,21,Vermont,0
2021,22,Vermont,0
2021,23,Vermont,0
2021,24,Vermont,0
2021,25,Vermont,0
2021,26,Vermont,0
2021,27,Vermont,0
2021,28,Vermont,0
2021,29,Vermont,0
2021,30,Vermont,5
2021,31,Vermont,0
2021,32,Vermont,5
2021,33,Vermont,0
2021,34,Vermont,0
2021,35,Vermont,5
2021,36,Vermont,0
2021,37,Vermont,5
2021,38,Vermont,5
2021,39,Vermont,5
2021,40,Vermont,0
2021,41,Vermont,0
2021,42,Vermont,5
2021,43,Vermont,5
2021,44,Vermont,5
2021,45,Vermont,0
2021,46,Vermont,0
2021,47,Vermont,5
2021,48,Vermont,5
2021,49,Vermont,5
2021,50,Vermont,5
2021,51,Vermont,5
2021,52,Vermont,5
2022,1,Vermont,5
2022,2,Vermont,5
2022,3,Vermont,5
2022,4,Vermont,0
2022,5,Vermont,5
2022,6,Vermont,5
2022,7,Vermont,0
2022,8,Vermont,5
2022,9,Vermont,5
2022,10,Vermont,0
2022,11,Vermont,0
2022,12,Vermont,5
2022,13,Vermont,0
2022,14,Vermont,0
2022,15,Vermont,5
2022,16,Vermont,0
2022,17,Vermont,5
2022,18,Vermont,5
2022,19,Vermont,5
2022,20,Vermont,5
2022,21,Vermont,0
2022,22,Vermont,5
2022,23,Vermont,0
2022,24,Vermont,5
2022,25,Vermont,5
2022,26,Vermont,0
2022,27,Vermont,0
2022,28,Vermont,5
2022,29,Vermont,0
2022,30,Vermont,5
2022,31,Vermont,0
2022,32,Vermont,0
2022,33,Vermont,0
2022,34,Vermont,0
2022,35,Vermont,0
2022,36,Vermont,0
2022,37,Vermont,0
2022,38,Vermont,5
2022,39,Vermont,0
2022,40,Vermont,5
2022,41,Vermont,0
2022,42,Vermont,5
2022,43,Vermont,5
2022,44,Vermont,0
2022,45,Vermont,5
2022,46,Vermont,0
2022,47,Vermont,0
2022,48,Vermont,5
2022,49,Vermont,5
2022,50,Vermont,5
2022,51,Vermont,13
2022,52,Vermont,5
2023,1,Vermont,5
2023,2,Vermont,5
2023,3,Vermont,5
2023,4,Vermont,5
2023,5,Vermont,5
2023,6,Vermont,5
2023,7,Vermont,0
2023,8,Vermont,5
2023,9,Vermont,5
2023,10,Vermont,5
2023,11,Vermont,5
2023,12,Vermont,5
2023,13,Vermont,5
2023,14,Vermont,5
2023,15,Vermont,5
2023,16,Vermont,5
2023,17,Vermont,5
2023,18,Vermont,0
2023,19,Vermont,0
2023,20,Vermont,5
2023,21,Vermont,0
2023,22,Vermont,0
2023,23,Vermont,0
2023,24,Vermont,5
2023,25,Vermont,5
2023,26,Vermont,0
2023,27,Vermont,5
2023,28,Vermont,0
2023,29,Vermont,0
2023,30,Vermont,5
2023,31,Vermont,0
2023,32,Vermont,0
2023,33,Vermont,0
2023,34,Vermont,0
2023,35,Vermont,5
2023,36,Vermont,0
2023,37,Vermont,5
2020,1,Virginia,30
2020,2,Virginia,32
2020,3,Virginia,26
2020,4,Virginia,34
2020,5,Virginia,28
2020,6,Virginia,24
2020,7,Virginia,23
2020,8,Virginia,29
2020,9,Virginia,30
2020,10,Virginia,29
2020,11,Virginia,34
2020,12,Virginia,30
2020,13,Virginia,49
2020,14,Virginia,39
2020,15,Virginia,35
2020,16,Virginia,29
2020,17,Virginia,18
2020,18,Virginia,20
2020,19,Virginia,17
2020,20,Virginia,17
2020,21,Virginia,11
2020,22,Virginia,13
2020,23,Virginia,17
2020,24,Virginia,18
2020,25,Virginia,17
2020,26,Virginia,13
2020,27,Virginia,19
2020,28,Virginia,19
2020,29,Virginia,22
2020,30,Virginia,11
2020,31,Virginia,19
2020,32,Virginia,18
2020,33,Virginia,20
2020,34,Virginia,5
2020,35,Virginia,23
2020,36,Virginia,22
2020,37,Virginia,13
2020,38,Virginia,12
2020,39,Virginia,13
2020,40,Virginia,22
2020,41,Virginia,15
2020,42,Virginia,16
2020,43,Virginia,13
2020,44,Virginia,22
2020,45,Virginia,30
2020,46,Virginia,14
2020,47,Virginia,18
2020,48,Virginia,18
2020,49,Virginia,21
2020,50,Virginia,18
2020,51,Virginia,19
2020,52,Virginia,23
2020,53,Virginia,27
2021,1,Virginia,22
2021,2,Virginia,28
2021,3,Virginia,18
2021,4,Virginia,19
2021,5,Virginia,15
2021,6,Virginia,29
2021,7,Virginia,22
2021,8,Virginia,17
2021,9,Virginia,17
2021,10,Virginia,12
